resource_id,primary_secondary,author,year,title,resource_type,doi_ISBN,resource_journal,resource_volume_pages
r541,primary,"Rajendra, S., Raghunathan, C., & Chandra, K.",2017,"New record of Sarcophyton cornispiculatum Verseveldt, 1971 (Octocorallia: Alcyonacea: Alcyoniidae) in India, from the Andaman Islands",article,10.1080/24750263.2017.1296036,,
r542,primary,"Watling, L.",2015,A new genus of bamboo coral (Octocorallia: Isididae) from the Bahamas,article,10.11646/zootaxa.3918.2.5,,
r543,primary,"Mastrototaro, F., Chimienti, G., Capezutto, F., Carlucci, R. & Williams, G.",2014,First record of Protoptilum carpenteri (Cnidaria: Octocorallia: Pennatulacea) in the Mediterranean Sea,article,10.1080/11250003.2014.982218,,
r544,primary,"Cairns, S.D. & Cordeiro, R.",2017,"A new genus and species of golden coral (Anthozoa, Octocorallia, Chrysogorgiidae) from the Northwest Atlantic",article,10.3897/zookeys.668.12203,,
r545,primary,"Breedy, O., Guzman, H. M., Murillo, C., & Vargas, S.",2019,A new species of the genus Psammogorgia (Cnidaria: Anthozoa: Octocorallia) from the Hannibal Bank in Pacific Panama,article,10.5343/bms.2019.0072,,
r546,primary,"Sartoretto, S., & Zibrowius, H.",2018, Note on new records of living Scleractinia and Gorgonaria between 1700 and 2200 m depth in the western Mediterranean Sea,article,10.1007/s12526-017-0829-6,,
r547,primary,"López-González, P. J., & Williams, G. C",2011,A new deep-sea pennatulacean (Anthozoa: Octocorallia: Chunellidae) from the Porcupine Abyssal Plain (NE Atlantic),article,10.1007/s10152-010-0224-1,,
r548,primary,"Bayer, F.M. & Grasshoff, M.",1995,"Two New Species of the Gorgonacean Genus Ctenocella (Coelenterata: Anthozoa, Octocorallia) from Deep Reefs in the Western Atlantic",article,,Bulletin of Marine Science -Miami, 56(2):625-652
r549,primary,"Bayer, F. M., & Muzik, K. M.",1975,"A New Solitary Octocoral, Taiaroa tauhou gen. et sp. nov. (Coelenterata: Protoalcyonaria) from New Zealand",article,10.1080/03036758.1976.10421488,,
r550,primary,"Bayer, F.M.",2001,New species of Calyptrophora (Coelenterata: Octocorallia: Primnoidae) from the western part of the Atlantic Ocean,article,,Proceedings of the Biological Society of Washington,114: 367-380
r551,primary,"Williams, G.C. & Alderslade, P.",2011,Three new species of pennatulacean octocorals with the ability to attach to rocky substrata (Cnidaria: Anthozoa: Pennatulacea),article,10.11646/zootaxa.3001.1.2,,
r552,primary,"Vafidis, D. & Koukoufas, A.",1991,"Crassophyllum thessalonicae sp.n. (Octocorallia, Pennatulacea), from the Aegean Sea",article,10.1111/j.1463-6409.1991.tb00285.x,,
r553,primary,"Slattery, M., McClintock, J. B., & Bowser, S. S.",1997,Deposit feeding:a novel mode of nutrition in the Antarctic colonial soft coral Gersemia antarctica,article,10.3354/meps149299,,
r554,primary,"Bayer, F.M. & Cairns, S.D.",2003,A new genus of the scleraxonian Family Coralliidae (Octocorallia: Gorgonacea),article,,Proceedings of the Biological Society of Washington,116(1):222-228
r555,primary,"Benayahu, Y. & Fabricius, K.E.",2010,"On Some Octocorallia (Alcyonacea) from Hong Kong, with Description of a New Species, Paraminabea rubeusa",article,10.2984/64.2.285,,
r556,primary,"Rajendra, S., & Raghunathan, C.",2022,"A New Record of Soft Coral, Sarcophyton subvirideTixier-Durivault, 1958 (Cnidaria: Anthozoa: Octocorallia)—from Great Nicobar Island, India",article,10.1007/s40009-021-01098-z,,
r557,primary,"Horvath, E. A.",2011,An unusual new “sea fan” from the northeastern Pacific Ocean (Cnidaria: Octocorallia: Gorgoniidae),article,10.2988/10-27.1,,
r558,primary,"Breedy, O. & Guzman, H.",2015,"A revision of the genus Muricea Lamouroux, 1821 (Anthozoa, Octocorallia) in the eastern Pacific. Part I: Eumuricea Verrill, 1869 revisited",article,10.3897/zookeys.537.6025,,
r559,primary,"Breedy, O. & Guzman, H.",2016,"A revision of the genus Muricea Lamouroux, 1821 (Anthozoa, Octocorallia) in the eastern Pacific. Part II",article,10.3897/zookeys.581.7910,,
r560,primary,"Pante, E., & France, S. C.",2010,"Pseudochrysogorgia bellona n. gen., n. sp.: a new genus and species of chrysogorgiid octocoral (Coelenterata, Anthozoa) from the Coral Sea",article,10.5252/z2010n4a4,,
r561,primary,"Ocaña, O., & Çinar, M. E.",2018,"Descriptions of two new genera, six new species and three new records of Anthozoa (Cnidaria) from the Sea of Marmara",article,10.1080/00222933.2018.1526345,,
r562,primary,Bayer F..M.,1991,"Thelogorgia, a new genus of gorgonacean octocorals, with descriptions of four new species from the western Atlantic",article,,Bulletin of Marine Science,49: 506-537
r563,primary,"Dautova, T.N.",2019,"New speciesof deep-water Calcigorgia gorgonians(Anthozoa: Octocorallia) from the Sea of Okhotsk,with a re-diagnosis and a taxonomic review of the genus",article,10.5852/ejt.2019.549,,
r564,primary,"López-González, P.J.",2021,"Scytalium herklotsi sp. nov. (Anthozoa, Octocorallia, Pennatulacea), the first Atlantic species in the genus Scytalium Herklots, 1858",article,10.1007/s12526-021-01200-0,,
r565,primary,"Xu, Y., Zhan, Z., & Xu, K.",2021,Morphological and Molecular Characterization of Five Species Including Three New Species of Golden Gorgonians (Cnidaria: Octocorallia) from Seamounts in the Western Pacific,article,10.3390/biology10070588,,
r566,primary,"Risaro, J. A., Williams, G., Pereyra Villaurreta, M. D. R., & Lauretta, D. M.",2020,"Umbellula pomona sp. nov., a new sea pen from Mar del Plata Submarine Canyon (Cnidaria: Octocorallia: Pennatulacea)",article,10.5852/ejt.2020.720.1121,,
r567,primary,"Bayer, F.M. & Stefani, J.",1987,"New and previously known taxa of isidid octocorals (Coelenterata: Gorgonacea), partly from Antarctic waters",article,,Proceedings of the Biological Society of Washington,100: 937-991
r568,primary,"Alderslade, P. & McFadden, C.S.",2011,A new sclerite-free genus and species of Clavulariidae (Coelenterata: Octocorallia),article,10.11646/zootaxa.3104.1.6,,
r569,primary,"Guzman, H. M., & Breedy, O.",2011,"Pacifigorgia marviva (Anthozoa: Octocorallia) a new species from Coiba National Park, Pacific Panama",article,10.1017/S0025315411000373,,
r570,primary,"Lau, Y. W., & Reimer, J. D.",2019,"A first phylogenetic study on stoloniferous octocorals off the coast of Kota Kinabalu, Sabah, Malaysia, with the description of two new genera and five new species",article,10.3897/zookeys.872.36288,,
r571,primary,"Breedy, O. & Guzman, H.",2012,"A new species of Leptogorgia (Cnidaria: Anthozoa: Octocorallia) from Golfo Dulce, Pacific, Costa Rica",article,10.11646/zootaxa.3182.1.7,,
r572,primary,Breedy and Guzman,2005,A new species of alcyonacean octocoral from the Galápagos Archipelago,article,10.1017/S0025315405011732,,
r573,primary,"Arantes, R. C., & Loiola, L. L.",2014,New records of Primnoidae (Cnidaria: Octocorallia) in Brazilian deep waters,article,10.1016/j.dsr2.2013.07.002,,
r574,primary,"Cerino, N., & Lauretta, D. M.",2013,Armadillogorgia albertoi sp. nov.: a new primnoid from the Argentinean deep sea,article,10.11646/zootaxa.3741.3.5,,
r575,primary,"Breedy, O., Abeytia, R., & Guzman, H. M.",2012,A New Species of Leptogorgia (Cnidaria: Anthozoa: Octocorallia) from the Mexican Pacific Coast,article,10.5343/bms.2011.1103,,
r576,primary,"Zapata-Guardiola, R.",2010,Four new species of Thouarella (Anthozoa: Octocorallia: Primnoidae) from Antarctic waters,article,10.3989/scimar.2010.74n1131,,
r577,primary,"Breedy, O. & Guzman, H.M.",2016,"A new Muricea species (Cnidaria, Anthozoa, Octocorallia) from the eastern tropical Pacific",article,10.3897/zookeys.629.10828,,
r578,primary,"Janes, M. P., McFadden, C. S., & Chanmethakul, T.",2014,"A new species of Ovabunda (Octocorallia, Xeniidae) from the Andaman Sea, Thailand with notes on the biogeography of this genus",article,10.3897/zookeys.431.7751,,
r579,primary,"Williams, G.C.",1990,A new genus of dimorphic soft coral from the south-western fringe of the Indo-Pacific (Octocorallia: Alcyoniidae),article,10.1111/j.1469-7998.1990.tb03772.x,Indian Journal of Geo Marine Sciences ,48(10):1516-1520
r580,primary,"Kumar, J.S.Y., Geetha, S., Raghunathan, C. & Sornaraj, R.",2019,"New record of Melithaea retifera (Lamarck, 1816) from Andaman and Nicobar Island, India",article,,Indian Journal of Geo Marine Sciences,48(10):1516-1520
r581,primary,"Breedy, O. & Guzman, H.M.",2018,A new alcyonacean species (Cnidaria: Anthozoa: Octocorallia) from a seamount in the tropical Pacific Ocean,article,10.5343/bms.2018.0027,,
r582,primary,"Soler Hurtado, M. D. M., Machordom, A., Muñoz, J., & López González, P. J.",2016,"New records of the genera Leptogorgia, Pacifigorgiaand Eugorgia(Octocorallia: Gorgoniidae) from Ecuador, with a description of a new species",article,10.3989/scimar.04392.14A,,
r583,primary,"López González, P. J. & Gili, J. M.",2001,"Rosgorgia inexspectata, new genus and species of Subergorgiidae (Cnidaria, Octocorallia) from off the Antarctic Peninsula",article,10.1007/s003000000176,,
r584,primary,"López-González, P. J., & Williams, G. C",2002,A new genus and species of sea pen (Octocorallia : Pennatulacea : Stachyptilidae) from the Antarctic Peninsula,article,10.1071/IT01027,,
r585,primary,"López-González, P. J., Grinyó, J., & Gili, J. M.",2012,"Rediscovery of Cereopsis studeri Koch, 1891, a forgotten Mediterranean soft coral species, and its inclusion in the genus Nidalia Gray, 1835 (Octocorallia, Alcyonacea, Nidaliidae) ",article,10.1080/17451000.2011.650178,,
r586,primary,"Zapata-Guardiola, R., López-González, P. J., & Gili, J. M.",2013,"A review of the genus Mirostenella Bayer, 1988 (Octocorallia: Primnoidae) with a description of a new subgenus and species",article,10.1007/s10152-012-0318-z,,
r587,primary,"Williams, G.C.",1992,"Revision of the gorgonian genus Simpsonella(Octocorallia: Chrysogorgiidae) from the western margin of the Indo-Pacific, with the description of a new species from southeastern Africa",article,10.1111/j.1096-3642.1992.tb01234.x,,
r588,primary,"Breedy, O., Williams, G. C., & Guzman, H. M.",2013,"Two new species of gorgonian octocorals from the Tropical Eastern Pacific Biogeographic Region (Cnidaria, Anthozoa, Gorgoniidae)",article,10.3897/zookeys.350.6117,,
r589,primary,"Guzman, H. M., & Breedy, O.",2008,Leptogorgia christiae (Octocorallia: Gorgoniidae) a new shallow water gorgonian from Pacific Panama,article,10.1017/S0025315408001240,,
r590,primary,"Bayer, F.M.",1995,Two New Species of the Alcyonacean Genus Protodendron (Octocorallia: Alcyoniidae) from the Indian Ocean off Natal,article,,Bulletin of Marine Science,"57(2), 301-312(12)"
r591,primary,"Saucier, E. H., Sajjadi, A. U. Z. I. T. A., & France, S. C.",2017,"A taxonomic review of the genus Acanella (Cnidaria: Octocorallia: Isididae) in the North Atlantic Ocean, with descriptions of two new species",article,10.11646/zootaxa.4323.3.2,,
r592,primary,"Castro, C-B.",1990,"A New Species of Heterogorgia Verrill, 1868 (Coelenterata, Octocorallia) from Brazil with Comments on the type Species of the Genus",article,,Bulletin of Marine Science -Miami,"47(2), 411-420(10)"
r593,primary,"Tu, T. H., Altuna, A., & Jeng, M. S.",2015,"Coralliidae (Anthozoa: Octocorallia) from the INDEMARES 2010 expedition to north and northwest Spain (northeast Atlantic), with delimitation of a new species using both morphological and molecular approaches",article,10.11646/zootaxa.3926.3.1,,
r594,primary,"Tu, T. H., Dai, C. F., & Jeng, M. S.",2016,Taxonomic revision of Coralliidae with descriptions of new species from New Caledonia and the Hawaiian Archipelago,article,10.1080/17451000.2016.1241411,,
r595,primary,Bayer F..M.,1995,A new genus of alcyonacean coral (Anthozoa: Octocorallia) from Caribbean waters,article,,Bulletin of Marine Science,56: 620-624
r596,primary,Bayer F..M.,1973,A new gorgonacean octocoral from Jamaica,article,,Bulletin of Marine Science,23 (2):387–398.
r597,primary,"Zapata-Guardiola, R., & Lopez-Gonzalez, P. J.",2009,"Two new species of Antarctic gorgonians (Octocorallia: Primnoidae) with a redescription of Thouarella laxa Versluys, 1906",article,10.1007/s10152-009-0176-5,,
r598,primary,"Olvera, U., Hernández, O., Sánchez, C., & Gómez-Gutiérrez, J. ",2018,"Two new endemic species of Gorgoniidae (Cnidaria, Anthozoa, Octocorallia) from Revillagigedo Archipelago, Mexico",article,10.11646/zootaxa.4442.4.2,,
r599,primary,"Viada, S. T., & Cairns, S. D.",2007,A new species of Nicella (Anthozoa: Octocorallia) from the western Atlantic,article,10.2988/0006-324X(2007)120[227:ANSONA]2.0.CO;2,,
r600,primary,"Breedy, O. & Guzman, H.M.",2018,"Revision of the genus Adelogorgia Bayer, 1958 (Cnidaria: Anthozoa: Octocorallia) with the description of three new species",article,10.11646/zootaxa.4369.3.2,,
r601,primary,"Breedy, O. & Guzman, H.M.",2005,A New Species Of Leptogorgia (Coelenterata: Octocorallia: Gorgoniidae) From The Shallow Waters Of The Eastern Pacific,article,10.5281/zenodo.170963,,
r602,primary,Bayer F..M.,1995,A new species of the gorgonacean Genus Narella (Anthozoa: Octocorallia) from Hawaiian waters,article,,Proceedings of the Biological Society of Washington,108: 147-152
r603,primary,"López González, P. J.",2020,"A new calcaxonian genus and family for Trichogorgia utinomii Cordeiro, 2019 (Octocorallia, Alcyonacea): new records of a scleriteless gorgonian species from Antarctica",article,10.1007/s12526-020-01109-0,,
r604,primary,"Cairns, S.D. & Bayer, F.M.",2005,"A review of the genus Primnoa (Octocorallia: Gorgonacea: Primnoidae), with the description of two new species",article,,Bulletin of Marine Science,77 (2):225–256.
r605,primary,"Haussermann, V., Forsterra, G. & Cairns, S.D. ",2016,"New record of the primnoid gorgonian Primnoella delicatissima Kukenthal, 1909 for Chilean waters",article,,SPIXIANA ,39 (2):147–148
r606,primary,"Núñez-Flores, M., Gomez-Uchida, D., & López-González, P. J. ",2021,Molecular systematics of Thouarella (Octocorallia : Primnoidae) with the description of three new species from the Southern Ocean based on combined molecular and morphological evidence,article,10.1071/IS20078,,
r607,primary,"Tu, T. H., & Dai, C. F.",2021,"﻿A new species of anthothelid octocoral (Cnidaria, Alcyonacea) discovered on an algal reef of Taiwan",article,10.3897/zookeys.1089.77273,,
r608,primary,"López-González, P. J., & Briand, P.",2002,"A new scleraxonian genus from Josephine Bank, north-eastern Atlantic (Cnidaria, Octocorallia)",article,10.1023/A:1021256230344,,
r609,primary,"Verseveldt, J.",1970,New species of Sinularia (Octocorallia-Alcyonacea) from Madagascar,article,10.1080/00212210.1970.10688312,,
r610,primary,"Ubare, V., Mohan, P.M., Muriganantham, M. & Nagarjuna, P.",2015,"New record of Cladiella pachyclados (Klunzinger, 1877) at Port Blair, South Andaman, Andaman and Nicobar Islands, India",article,,Indian Journal of Geo Marine Sciences ,44(11):1787-1789
r611,primary,"Marqués, A.C.S.J. & Castro, C-B.",1995,"Muricea (Cnidaria, Octocorallia) from Brazil, with Description of a New Species",article,,Bulletin of Marine Science,"56(1), 161-172"
r612,primary,"Li, Y., Zhan, Z., & Xu, K.",2021,"Paragorgia papillata sp. nov., a new bubblegum coral (Octocorallia: Paragorgiidae) from a seamount in the tropical Western Pacific",article,10.1007/s00343-021-0404-7,,
r613,primary,"Williams, G.C.",2021,"The deep-sea pennatulacean genus Porcupinella – with the description of a new species from Tasmania (Anthozoa, Octocorallia, Chunellidae)",article,10.3897/zookeys.1019.61789,,
r614,primary,"Breedy, O., Guzman, H. M., Murillo-Cruz, C., & Vargas, S. ",2021,"Discovery of a new species of Leptogorgia Milne Edwards & Haime, 1857 (Anthozoa: Octocorallia: Gorgoniidae) from eastern tropical Pacific mesophotic reefs",article,10.1007/s12526-021-01232-6,,
r615,primary,"Williams, G.C.",2019,"A new genus and species of enigmatic gorgonian coral from the Ryukyu Archipelago, northwestern Pacific, with a discussion of calcaxonian systematics (Cnidaria, Anthozoa, Octocorallia)",article,10.11646/zootaxa.4701.5.2,,
r616,primary,"Williams, G.C.",2015,"A new genus and species of pennatulacean octocoral from equatorial West Africa (Cnidaria, Anthozoa, Virgulariidae)",article,10.3897/zookeys.546.6344,,
r617,primary,"López-González, P. J., Gili, J. M., & Fuentes, V.",2009,A new species of shallow-water sea pen (Octocorallia: Pennatulacea: Kophobelemnidae) from Antarctica,article,10.1007/s00300-009-0591-8,,
r618,primary,"Williams, G.C.",1988,"Four new species of southern African octocorals (Cnidaria: Alcyonacea), with a further diagnostic revision of the genus Alcyonium Linnaeus, 1758",article,10.1111/j.1096-3642.1988.tb01524.x,,
r619,primary,"Altuna, Á., & López-González, P. J.",2019,Description of two new species of bathyal Primnoidae (Octocorallia: Alcyonacea) from the Porcupine Bank (northeastern Atlantic),article,10.11646/zootaxa.4576.1.3,,
